Table S1. The Gyeongju Hi-density Broadband Seismic Network (GHBSN) catalog,,,,,
EventID,Origin Time (UTC),Latitude (N),Longitude (E),Depth (km),Magnitude (ML)
3025,2020-10-19T19:44:30.920,35.8766,129.715,16.4,0.5
3026,2020-10-20T01:20:07.274,35.7788,129.3619,15.1,0.3
3027,2020-10-20T12:57:51.466,35.7896,129.1873,12.7,-0.3
3028,2020-10-20T13:48:33.119,35.7857,129.3035,8.7,-0.2
3029,2020-10-20T13:49:21.747,35.7859,129.3037,8.8,-0.3
3030,2020-10-20T13:58:35.670,35.7891,129.3022,8.8,0.1
3031,2020-10-21T19:12:44.519,35.7781,129.1859,11.6,-0.4
3032,2020-10-21T21:28:48.766,35.7672,129.3824,7.9,0.5
3033,2020-10-22T03:40:27.166,36.0174,129.254,6.3,0.7
3034,2020-10-22T09:42:31.517,35.7809,129.0413,15.2,0.1
3035,2020-10-23T03:09:38.438,35.8399,129.0126,14.5,0.1
3036,2020-10-23T11:30:24.194,35.7968,129.321,10.2,0.6
3037,2020-10-25T11:11:02.893,35.8042,129.2719,7.9,1.4
3038,2020-10-25T11:37:34.606,35.769,129.1964,12.3,-0.2
3039,2020-10-25T16:31:43.419,35.8046,129.2767,8.1,0.4
3040,2020-10-25T17:05:28.706,35.8034,129.2726,7.8,0.4
3041,2020-10-25T17:27:15.204,35.8032,129.2728,7.1,-0.2
3042,2020-10-25T17:33:27.392,35.8035,129.2714,7.8,0.8
3043,2020-10-26T03:44:33.426,35.8039,129.2729,8,1.9
3044,2020-10-26T04:29:14.230,35.8142,129.2693,12.2,0.6
3045,2020-10-26T19:06:22.506,35.7568,129.1931,13.5,0
3046,2020-10-27T09:27:21.803,35.7109,129.359,12.1,-0.1
3047,2020-10-27T14:49:34.103,35.8743,129.7679,18.4,0.8
3048,2020-10-27T18:16:16.830,36.0783,129.5214,14.1,0.3
3049,2020-10-27T21:03:33.613,35.7756,129.1966,13.9,-0.1
3050,2020-10-28T11:29:33.254,35.7636,129.1978,14.2,-0.1
3051,2020-10-28T21:48:43.573,35.9597,128.8722,13.4,0
3052,2020-10-29T23:04:40.601,35.6914,129.151,10.7,0.1
3053,2020-10-30T04:00:11.026,35.7609,129.1991,15.2,0
3054,2020-10-30T09:54:51.526,35.7615,129.1901,13.1,0
3055,2020-10-30T14:51:58.369,35.6576,129.5406,19.4,0.3
3056,2020-10-30T23:29:22.151,35.8643,129.1076,10,-0.3
3057,2020-10-31T08:29:07.294,35.7545,129.1751,12.8,-0.2
3058,2020-10-31T10:20:28.849,35.763,129.1977,14.3,-0.3
3059,2020-10-31T12:03:59.631,35.7618,129.1967,13.3,-0.2
3060,2020-10-31T17:51:00.133,35.7787,129.3593,14.8,0.1
3061,2020-10-31T21:58:00.269,35.7949,129.5528,16.9,0.5
3062,2020-11-01T09:43:42.363,35.7644,129.1991,14.2,-0.2
3063,2020-11-01T11:12:35.012,35.7655,129.3777,13.1,0.1
3064,2020-11-01T11:36:16.779,35.9235,129.7092,17.8,0.5
3065,2020-11-01T15:02:29.405,35.7792,129.205,14.6,0.2
3066,2020-11-01T15:49:25.007,35.7821,129.2028,13.2,-0.5
3067,2020-11-02T01:52:26.625,35.7742,129.5971,13.8,0.6
3068,2020-11-02T01:57:14.898,35.7607,129.5633,12.1,0.7
3069,2020-11-02T02:35:38.741,35.7629,129.5617,12.1,1.5
3070,2020-11-02T08:49:11.104,35.7627,129.5778,10.8,0.4
3071,2020-11-02T09:08:16.504,35.7603,129.5619,11.9,0.9
3072,2020-11-02T14:04:48.255,35.7774,129.1842,12.5,0.3
3073,2020-11-02T15:20:20.713,35.7409,129.6048,9,-0.1
3074,2020-11-02T19:49:22.009,35.7772,129.1853,12.8,0.2
3075,2020-11-03T12:19:53.103,36.0245,129.2668,6.9,0.1
3076,2020-11-03T22:23:48.029,35.8305,129.8093,22,2.3
3077,2020-11-03T22:40:46.442,35.7504,129.2922,9.3,0.3
3078,2020-11-03T22:41:43.118,35.7508,129.2938,9.1,0.1
3079,2020-11-04T02:43:54.007,35.829,129.8055,20.9,1.1
3080,2020-11-04T04:24:45.781,35.8308,129.8047,21.5,1.2
3081,2020-11-04T07:50:30.741,35.8294,129.8057,21.8,2.4
3082,2020-11-04T15:25:01.588,35.8311,129.7903,20.5,0.7
3083,2020-11-05T01:44:07.332,36.1345,129.4013,14.9,0.9
3084,2020-11-05T05:41:47.409,35.8254,129.8174,20.2,1
3085,2020-11-05T17:46:21.014,35.7869,129.3033,8.9,-0.1
3086,2020-11-05T19:28:01.955,35.7681,129.1863,14.2,-0.2
3087,2020-11-06T08:10:40.781,35.7728,129.1965,13.1,0
3088,2020-11-06T18:06:36.303,35.7661,129.1884,13.2,-0.3
3089,2020-11-06T22:10:42.582,35.8207,129.5173,12.6,-0.1
3090,2020-11-07T00:06:34.132,35.826,129.5396,14.2,0.4
3091,2020-11-07T13:48:27.537,35.7641,129.1959,13.8,-0.2
3092,2020-11-07T20:17:28.985,35.971,129.214,4.4,-0.2
3093,2020-11-07T23:26:02.672,35.7231,129.4923,16,0.1
3094,2020-11-08T10:38:11.609,35.9329,129.4043,9.8,-0.2
3095,2020-11-08T10:46:10.991,35.9375,129.3986,10,-0.2
3096,2020-11-08T16:19:32.219,35.9391,128.8842,10.1,-0.3
3097,2020-11-08T17:33:18.559,35.7866,129.3024,9,0.3
3098,2020-11-08T19:12:11.866,35.7312,129.3832,13.5,-0.1
3099,2020-11-08T23:22:20.454,36.0986,129.3511,9.2,1.1
3100,2020-11-09T14:51:29.640,35.7358,129.2593,15.3,-0.1
3101,2020-11-09T15:07:30.601,35.8156,129.3094,10.7,-0.2
3102,2020-11-09T15:44:32.003,35.9061,129.169,15.4,-0.1
3103,2020-11-10T05:12:17.313,35.5401,128.9247,14.9,0.2
3104,2020-11-10T11:30:45.074,35.6996,129.3777,9.9,0.4
3105,2020-11-10T21:27:54.855,36.0801,129.3262,5.6,0.4
3106,2020-11-11T09:26:59.373,35.7435,129.4551,10.3,1
3107,2020-11-11T14:25:38.422,35.7441,129.4275,12.5,-0.2
3108,2020-11-11T19:39:18.412,36.1071,129.3498,9.2,0.7
3109,2020-11-12T01:55:31.663,35.7788,129.3566,13.9,0.3
3110,2020-11-12T23:00:34.938,35.781,129.3622,15.2,0.2
3111,2020-11-14T07:22:58.257,35.7604,129.5984,13.8,0.6
3112,2020-11-14T08:00:03.418,35.7576,129.5992,13.7,0.6
3113,2020-11-14T15:00:29.878,35.7584,129.1889,15.7,2.5
3114,2020-11-14T17:12:57.418,35.9402,128.8889,9.5,-0.5
3115,2020-11-15T09:30:07.240,35.726,129.357,10.8,-0.2
3116,2020-11-15T18:23:05.274,35.795,129.3999,14,-0.1
3117,2020-11-15T18:55:42.386,35.9667,129.4487,13,0
3118,2020-11-16T05:25:07.224,35.7644,129.186,12.1,-0.1
3119,2020-11-16T14:18:54.127,35.7726,129.2017,13.3,-0.1
3120,2020-11-16T16:58:19.108,36.098,129.3499,8.6,1.6
3121,2020-11-16T20:33:35.655,35.7813,129.3851,11.7,-0.2
3122,2020-11-17T14:53:48.128,35.7666,129.2073,14.1,-0.2
3123,2020-11-18T03:35:16.733,35.7809,129.2023,13.1,0.1
3124,2020-11-18T21:05:40.042,35.7485,129.1753,15.4,0
3125,2020-11-19T04:16:02.032,35.7611,129.1951,13.2,0.7
3126,2020-11-19T21:01:35.003,35.7416,129.472,11.2,0.4
3127,2020-11-21T21:08:21.892,35.8182,129.1264,18.4,0.2
3128,2020-11-22T06:49:09.001,35.6185,128.8414,17.5,1.1
3129,2020-11-22T11:50:45.615,35.4893,128.8699,18.4,-0.1
3130,2020-11-22T18:19:35.878,35.6603,128.9936,8.2,-0.7
3131,2020-11-22T20:19:51.881,35.7706,129.2007,14.2,0
3132,2020-11-23T04:58:35.654,35.7862,129.201,12.9,0
3133,2020-11-23T13:50:47.496,36.2266,128.6706,15,0.7
3134,2020-11-23T19:50:04.191,35.7694,129.6434,6.6,0.4
3135,2020-11-23T19:51:10.384,35.746,129.5748,4,0.2
3136,2020-11-23T21:54:32.658,35.7566,129.4036,13.1,0.3
3137,2020-11-25T12:45:27.873,35.7533,129.125,13.6,0.6
3138,2020-11-25T18:40:45.602,35.77,129.2013,15.5,1
3139,2020-11-25T21:52:58.973,35.8427,129.0731,6.4,0.2
3140,2020-11-26T04:39:58.766,35.9241,129.2313,23.6,0.5
3141,2020-11-26T10:43:10.618,35.5081,128.8953,15.5,0
3142,2020-11-26T11:20:29.614,35.7133,129.3591,10.9,-0.1
3143,2020-11-26T11:31:56.727,35.5446,128.8893,13.6,0.1
3144,2020-11-26T15:50:08.289,35.7689,129.1986,13.4,-0.4
3145,2020-11-26T17:19:36.535,35.869,129.1416,4.8,-0.6
3146,2020-11-26T23:36:54.857,35.8853,129.1086,9.4,-0.1
3147,2020-11-27T00:58:52.126,35.7621,129.1728,13.5,0
3148,2020-11-27T08:37:20.360,35.6197,129.6052,17.1,0.6
3149,2020-11-27T11:22:17.946,35.7945,129.3692,11.6,0.3
3150,2020-11-28T20:40:58.914,35.7577,129.1844,13.7,0.6
3151,2020-11-29T21:22:15.220,35.7239,129.4048,13.2,0.4
3152,2020-11-29T21:25:30.683,35.8114,129.6144,13.1,1
3153,2020-11-30T02:13:39.605,35.6627,129.4874,7.4,0.2
3154,2020-11-30T13:41:40.335,35.7518,129.3884,11.8,0.6
3155,2020-11-30T20:04:35.353,35.7982,129.3838,12.8,-0.1
3156,2020-12-01T03:28:54.593,36.3346,130.0913,13.3,2
3157,2020-12-01T03:41:07.954,35.7459,129.1871,15.4,0.1
3158,2020-12-01T05:45:10.615,35.9079,129.9447,17.2,1.2
3159,2020-12-01T14:48:58.402,35.7589,129.1976,14.1,-0.2
3160,2020-12-01T15:25:21.448,35.7768,129.2104,13.7,-0.2
3161,2020-12-01T15:53:03.691,35.7675,129.1784,14.4,0.4
3162,2020-12-02T10:42:23.375,35.6683,129.4734,8.2,0.4
3163,2020-12-02T16:28:46.970,35.7329,129.4079,12.3,0.6
3164,2020-12-02T17:51:26.837,35.7776,129.1979,13.3,-0.1
3165,2020-12-02T18:07:45.046,35.613,128.8365,15.7,0.1
3166,2020-12-03T00:11:53.209,35.7055,129.3547,9.6,0.2
3167,2020-12-03T10:02:09.787,35.7559,129.1303,14.1,-0.1
3168,2020-12-03T17:34:20.806,35.6737,129.5711,21.2,0.3
3169,2020-12-03T18:56:14.164,35.72,129.4066,13.5,0
3170,2020-12-03T18:57:34.331,35.7199,129.4087,13.8,-0.2
3171,2020-12-03T19:02:42.295,35.7217,129.4033,12.9,0.3
3172,2020-12-03T19:12:38.240,35.7198,129.4071,14.8,-0.1
3173,2020-12-03T19:15:16.659,35.7228,129.4043,13.3,0.5
3174,2020-12-03T20:55:21.118,35.7217,129.4042,13.1,0.2
3175,2020-12-03T22:02:45.752,35.7225,129.406,13.5,0.5
3176,2020-12-03T22:38:11.451,35.7256,129.4019,14.8,0.1
3177,2020-12-04T02:22:37.848,35.7203,129.4085,13.9,0.3
3178,2020-12-04T02:24:02.504,35.7214,129.4079,13.7,0.2
3179,2020-12-04T02:37:02.287,35.7399,128.6028,6.9,0.9
3180,2020-12-04T11:52:08.244,35.7588,129.6191,12.9,0.5
3181,2020-12-04T12:00:58.193,35.761,129.1839,13.2,0.1
3182,2020-12-05T02:11:24.018,35.6564,129.0836,11,-0.1
3183,2020-12-05T16:52:49.599,35.7774,129.3119,9,0.8
3184,2020-12-06T07:41:07.831,35.8301,129.3944,12.9,-0.1
3185,2020-12-06T09:44:43.735,35.9837,129.6564,18.6,0.6
3186,2020-12-07T11:31:18.178,35.7951,129.4199,12.5,0.1
3187,2020-12-07T16:48:58.030,35.7071,129.4027,11.4,-0.3
3188,2020-12-07T17:20:44.238,35.7637,129.5985,13.9,0.2
3189,2020-12-07T17:42:08.773,35.7789,129.3121,8.4,-0.1
3190,2020-12-07T21:52:51.620,35.7572,129.1928,14.2,0.1
3191,2020-12-08T02:46:07.380,35.7633,129.1917,14.5,0.1
3192,2020-12-08T19:23:29.074,35.76,129.1901,14.9,0.1
3193,2020-12-08T20:29:36.856,35.7777,129.1918,13.1,0.1
3194,2020-12-09T05:43:02.982,35.768,129.457,14.9,0.4
3195,2020-12-09T15:20:03.951,35.6677,129.6236,15.8,0.4
3196,2020-12-09T19:38:03.327,35.8754,129.7046,14.7,0.8
3197,2020-12-09T20:09:51.294,35.9694,129.282,13.9,-0.1
3198,2020-12-09T21:58:02.806,35.763,129.1912,15.7,0.7
3199,2020-12-09T22:34:22.948,35.7777,129.1989,14.2,0.1
3200,2020-12-10T01:50:25.933,35.7638,129.1941,15.1,0.3
3201,2020-12-10T03:36:18.908,35.7667,129.2021,16.8,0.2
3202,2020-12-10T04:17:21.072,35.7663,129.2063,15.6,0.2
3203,2020-12-10T06:54:44.155,35.7647,129.1894,14.6,0.2
3204,2020-12-10T09:11:44.322,35.7636,129.194,15.6,0.3
3205,2020-12-10T09:12:07.381,35.764,129.1989,15.8,0.1
3206,2020-12-10T12:28:19.248,35.7576,129.3093,11.3,-0.1
3207,2020-12-10T13:51:21.105,35.7645,129.1916,15.7,0.5
3208,2020-12-10T18:17:33.917,35.7642,129.1972,16,-0.1
3209,2020-12-10T19:36:41.044,35.7631,129.1928,15.8,0.1
3210,2020-12-10T21:43:54.331,35.4334,129.6709,15.2,1
3211,2020-12-10T22:15:07.932,35.7642,129.1933,15.8,0.3
3212,2020-12-12T00:02:57.020,35.6219,129.77,13.3,1.2
3213,2020-12-12T01:05:54.557,35.7223,129.4231,14.7,0.3
3214,2020-12-12T09:27:52.149,35.7665,129.1995,15.4,0.4
3215,2020-12-13T12:25:55.674,35.7641,129.5247,13.7,0.3
3216,2020-12-13T13:58:57.065,35.7601,129.5278,13,0.4
3217,2020-12-14T11:08:03.381,35.7756,129.3781,11.7,0.3
3218,2020-12-14T11:56:52.785,35.7647,129.1953,15.1,0
3219,2020-12-14T21:39:49.041,35.7768,129.3962,15.1,0
3220,2020-12-15T08:45:34.186,35.7719,129.2046,13.8,-0.1
3221,2020-12-16T00:39:29.654,35.741,129.4224,13.3,0.1
3222,2020-12-16T07:41:24.894,35.7669,129.2057,14.5,0
3223,2020-12-16T16:12:47.316,35.7599,129.1726,15.5,-0.1
3224,2020-12-16T19:22:35.246,35.7601,129.1919,13.4,0.6
3225,2020-12-16T19:28:33.579,35.5867,128.9436,10.7,-0.4
3226,2020-12-16T19:31:23.585,35.8702,129.7243,15.7,0.7
3227,2020-12-16T19:41:27.572,35.8071,129.1275,5.1,-0.4
3228,2020-12-16T20:51:55.981,35.748,129.1851,16.2,0.2
3229,2020-12-16T20:59:44.753,35.9417,128.8832,9.8,-0.3
3230,2020-12-17T00:14:15.998,35.7599,129.196,14.9,0.1
3231,2020-12-17T13:54:18.613,35.7919,129.1959,12.1,0
3232,2020-12-19T04:25:33.949,35.849,129.0901,11.1,-0.2
3233,2020-12-19T07:08:44.649,35.8579,129.12,6.1,0.5
3234,2020-12-19T07:15:13.127,35.7344,129.3584,9.8,0.1
3235,2020-12-19T21:18:42.687,35.5159,128.9077,11.5,-0.1
3236,2020-12-21T09:28:34.297,35.502,129.4043,11.3,0.6
3237,2020-12-21T11:49:29.742,36.0212,129.4835,12.7,0.5
3238,2020-12-21T14:33:22.089,35.4984,128.8909,15.7,-0.4
3239,2020-12-21T22:28:17.234,35.8637,129.7048,14.4,0.6
3240,2020-12-22T10:32:30.944,35.7397,129.3893,12.1,0
3241,2020-12-23T02:09:23.713,35.8172,129.4249,15.1,0.2
3242,2020-12-23T02:57:10.293,35.4995,129.1852,3.2,0.9
3243,2020-12-23T13:22:01.292,35.7249,129.3701,11.1,0
3244,2020-12-23T16:52:30.097,35.7634,129.2001,15.1,-0.2
3245,2020-12-23T17:53:09.674,35.7837,129.1974,12.8,-0.1
3246,2020-12-23T18:06:09.049,35.7557,129.3977,13.9,-0.1
3247,2020-12-23T20:57:25.708,35.9269,129.3148,17.1,0.2
3248,2020-12-24T07:54:40.541,35.6904,129.1486,12,-0.1
3249,2020-12-24T09:05:17.197,35.9877,129.5044,12.9,1.5
3250,2020-12-24T22:18:31.278,35.7873,129.304,9.1,0.2
3251,2020-12-25T20:28:24.181,35.7698,129.1963,14.4,-0.2
3252,2020-12-26T12:05:28.789,35.9396,128.8863,9.4,-0.4
3253,2020-12-26T13:27:08.255,35.7792,129.1978,13.2,-0.2
3254,2020-12-26T18:53:04.644,35.8089,129.3321,14.2,0.5
3255,2020-12-26T22:46:42.493,35.9359,128.7954,13.5,0.1
3256,2020-12-27T00:58:08.790,35.7593,129.1961,14.7,0.1
3257,2020-12-27T01:59:38.364,35.7724,129.1985,13,0.1
3258,2020-12-27T14:42:46.209,35.9317,129.6999,15.9,0.5
3259,2020-12-27T17:44:25.373,35.9869,129.5049,13.4,1.4
3260,2020-12-27T18:04:25.229,35.8483,129.0898,9.7,-0.6
3261,2020-12-27T18:45:56.931,35.9634,129.5411,15.4,0.2
3262,2020-12-28T00:41:06.161,35.7624,129.194,15.4,0.5
3263,2020-12-28T03:09:44.791,35.7899,129.376,12.3,-0.1
3264,2020-12-28T13:09:53.033,35.9381,129.5852,17.4,0.8
3265,2020-12-28T14:03:02.911,35.9828,129.5057,12.2,0
3266,2020-12-28T17:13:10.557,35.7925,129.1843,11.9,-0.3
3267,2020-12-29T21:27:32.508,35.8072,129.3756,13.6,0.9
3268,2020-12-30T09:24:21.626,35.9885,129.502,12.7,0.7
3269,2020-12-30T09:43:55.534,35.7591,129.1975,14.8,0.3
3270,2020-12-31T00:44:56.853,35.5394,128.8902,12.7,0.3
3271,2020-12-31T03:35:27.542,35.7199,129.3615,10.5,0.4
3272,2020-12-31T04:37:53.817,35.725,129.3998,12.7,0.5
3273,2020-12-31T04:52:15.265,35.7225,129.4052,13.5,0.5
3274,2020-12-31T04:53:40.691,35.724,129.4025,12.8,0.3
3275,2020-12-31T06:54:57.745,35.724,129.4054,13.5,1.2
3276,2021-01-01T06:36:41.894,35.7692,129.1822,13.6,0
3277,2021-01-01T06:37:31.830,35.7716,129.1857,14,-0.1
3278,2021-01-02T17:31:33.776,35.692,129.0599,15.6,-0.3
3279,2021-01-03T14:27:28.888,35.9895,129.5065,13,1
3280,2021-01-03T15:32:40.010,35.9531,128.5141,15,0.3
3281,2021-01-03T23:17:37.699,35.7657,129.1859,14.1,0.1
3282,2021-01-04T00:21:28.324,35.7329,129.4195,16.4,0.2
3283,2021-01-04T00:22:07.750,35.7175,129.4022,13.3,0.4
3284,2021-01-04T00:22:19.837,35.7182,129.4007,13,0.9
3285,2021-01-04T00:34:32.519,35.7166,129.408,14.4,0.2
3286,2021-01-04T07:44:12.753,35.8422,129.0836,11.5,0.1
3287,2021-01-04T09:08:12.289,35.7601,129.1935,13.1,-0.2
3288,2021-01-04T14:53:01.629,35.7637,129.1959,13.1,-0.3
3289,2021-01-04T15:52:33.777,35.7189,129.4025,13.3,-0.2
3290,2021-01-04T16:08:26.244,35.723,129.4132,12.4,-0.2
3291,2021-01-04T16:10:05.612,35.7177,129.401,12.9,-0.2
3292,2021-01-04T16:12:42.980,35.7084,129.4223,14.5,-0.2
3293,2021-01-05T02:29:32.437,36.1167,129.3408,15.4,1.7
3294,2021-01-05T02:59:01.092,35.729,128.6735,6.3,0.8
3295,2021-01-05T12:15:27.489,36.1116,129.3479,8.8,1
3296,2021-01-05T14:05:24.519,35.7278,129.4115,12.7,0
3297,2021-01-05T14:13:08.999,35.7298,129.4141,13.3,0.1
3298,2021-01-05T14:14:10.734,35.7323,129.4201,14.8,0
3299,2021-01-05T15:20:24.048,35.7282,129.4089,12.3,0
3300,2021-01-05T17:09:58.506,35.7282,129.4072,12.3,0.1
3301,2021-01-05T20:01:05.879,35.7408,129.1869,14.8,-0.1
3302,2021-01-05T21:23:59.367,36.1082,128.9268,17.6,0.3
3303,2021-01-06T09:00:55.050,35.7378,129.1865,14.5,0
3304,2021-01-06T12:14:28.147,35.7187,129.3994,13.1,1.5
3305,2021-01-06T12:18:25.654,35.7162,129.4158,14.4,-0.1
3306,2021-01-06T12:31:30.734,35.7287,129.4132,13.3,-0.1
3307,2021-01-06T12:34:33.379,35.7178,129.4002,13,0.4
3308,2021-01-06T12:45:01.877,35.713,129.4032,12.6,-0.2
3309,2021-01-06T12:56:10.314,35.7168,129.4013,13.1,0.5
3310,2021-01-06T12:58:05.733,35.7162,129.4016,12.9,0.1
3311,2021-01-06T13:15:45.228,35.7175,129.4019,13.3,0.2
3312,2021-01-06T13:42:41.822,35.7169,129.4017,13.2,0.5
3313,2021-01-06T15:34:52.563,36.0921,128.7327,20.4,0.4
3314,2021-01-06T16:01:41.129,35.7706,129.1826,10.7,-0.4
3315,2021-01-06T16:18:17.729,35.7146,129.4016,12.4,-0.3
3316,2021-01-07T01:19:27.709,35.7213,129.4131,14.8,0.6
3317,2021-01-07T15:28:18.682,35.7212,129.4146,14.8,0
3318,2021-01-07T15:38:39.457,35.727,129.3969,12.3,-0.2
3319,2021-01-08T19:09:43.537,36.0391,129.3831,7,0.5
3320,2021-01-08T19:47:07.658,35.7782,129.1959,13.3,0.7
3321,2021-01-08T19:50:52.294,35.995,128.9124,12.6,-0.3
3322,2021-01-08T21:03:10.896,35.7183,129.4134,15.3,0.1
3323,2021-01-09T02:03:52.809,35.6928,129.3597,11.7,0.2
3324,2021-01-09T08:38:31.015,35.6904,129.358,12,0.8
3325,2021-01-09T16:58:56.572,36.0837,129.2211,15.1,-0.1
3326,2021-01-09T17:31:59.979,35.7168,129.3713,13.1,-0.1
3327,2021-01-09T23:22:13.770,36.1068,129.3523,10,0.9
3328,2021-01-10T04:33:30.058,35.7195,129.3973,12.8,0.2
3329,2021-01-10T04:56:11.185,35.7285,129.3051,12,0.1
3330,2021-01-10T07:48:08.527,35.7589,129.4704,22.4,0.2
3331,2021-01-10T10:18:54.715,35.6287,128.6746,11.7,0.6
3332,2021-01-10T11:04:02.689,35.7598,129.1952,14.1,-0.4
3333,2021-01-10T13:56:20.368,35.789,129.2087,14.8,-0.3
3334,2021-01-10T15:32:04.648,35.7663,129.2002,14.4,-0.6
3335,2021-01-10T17:53:13.119,35.9348,128.5907,14.9,1.1
3336,2021-01-11T01:42:33.279,35.989,129.5061,12.9,1
3337,2021-01-11T04:01:09.868,35.7542,129.3933,12.4,0.5
3338,2021-01-11T07:32:28.695,35.7796,129.2021,13.9,0.7
3339,2021-01-11T08:30:45.290,35.7204,129.4193,14.7,0
3340,2021-01-11T12:31:22.394,35.7184,129.3999,13,0.8
3341,2021-01-11T15:23:33.829,35.8605,129.0976,9.7,-0.2
3342,2021-01-11T16:01:23.045,35.7166,129.4014,12.9,0
3343,2021-01-12T03:00:12.058,35.7771,129.1933,13.2,-0.1
3344,2021-01-12T09:11:48.745,35.7115,129.4104,13.3,0.1
3345,2021-01-12T14:22:56.488,35.718,129.4009,13.1,0.4
3346,2021-01-12T14:23:11.776,35.7188,129.3995,13.1,1.2
3347,2021-01-12T21:45:55.070,35.9164,129.1796,6.3,-0.3
3348,2021-01-13T02:13:41.290,35.7777,129.2021,14.3,0.1
3349,2021-01-13T03:22:56.800,35.7637,129.1912,15,-0.2
3350,2021-01-13T04:02:40.567,35.7627,129.1905,15.1,0.1
3351,2021-01-13T14:04:00.380,35.7725,129.1898,12.9,0.2
3352,2021-01-13T16:18:05.905,35.9773,129.5062,11.2,0
3353,2021-01-13T17:58:45.207,35.8362,129.3829,2.7,-0.1
3354,2021-01-13T18:41:16.571,35.6538,129.3198,7.3,-0.5
3355,2021-01-13T19:08:38.911,35.7181,129.4014,13.2,0.7
3356,2021-01-13T19:10:54.994,35.6555,129.325,8.3,-0.3
3357,2021-01-13T19:41:25.420,35.6547,129.3241,7.5,-0.5
3358,2021-01-13T20:18:43.989,35.7171,129.4018,13.3,0.4
3359,2021-01-13T20:20:00.469,35.7177,129.4003,13.1,-0.1
3360,2021-01-13T22:06:20.905,35.8004,129.4031,15.2,0.2
3361,2021-01-14T06:55:24.589,35.6983,129.4036,14.9,0.1
3362,2021-01-14T17:12:40.218,35.7709,129.1926,13.1,-0.3
3363,2021-01-14T17:51:40.501,35.718,129.4019,13.4,-0.2
3364,2021-01-14T17:53:38.855,35.7179,129.4007,13.1,0.8
3365,2021-01-14T18:08:04.230,35.7093,129.4178,14.7,-0.3
3366,2021-01-14T19:00:17.450,35.8533,129.4391,17.8,-0.1
3367,2021-01-15T00:19:20.671,35.8301,129.0729,7.5,-0.2
3368,2021-01-15T14:52:27.001,36.1248,129.3595,15.8,0.3
3369,2021-01-15T14:54:59.515,36.1277,129.3385,14.3,0.2
3370,2021-01-16T05:56:08.172,35.7222,129.4069,13.7,0.2
3371,2021-01-16T06:22:45.349,35.7214,129.4022,13.2,0.3
3372,2021-01-16T12:44:03.158,36.0764,129.3253,7.9,1
3373,2021-01-16T13:27:00.020,35.7183,129.366,12.4,0.1
3374,2021-01-16T16:41:40.529,35.7188,129.3996,13.1,0.7
3375,2021-01-16T17:28:05.328,35.7208,129.4047,13.5,0.1
3376,2021-01-17T00:06:53.617,35.6739,129.4994,17.9,0.2
3377,2021-01-17T13:42:52.725,36.1381,129.3633,6.7,0.3
3378,2021-01-17T19:04:54.693,35.7171,129.4,12.9,0.1
3379,2021-01-17T22:54:27.092,35.6572,129.5686,19.3,0.4
3380,2021-01-18T01:37:06.157,35.8507,129.013,3.2,0.4
3381,2021-01-18T12:42:38.569,35.6776,129.4985,16.2,0.3
3382,2021-01-18T13:26:47.697,35.7644,129.1946,14.9,0.1
3383,2021-01-18T15:00:51.132,35.6361,129.3888,9.2,0.4
3384,2021-01-18T15:52:54.808,35.6373,129.3881,8.8,-0.2
3385,2021-01-18T18:51:24.559,35.7577,129.2073,14.9,-0.2
3386,2021-01-19T05:49:33.067,35.9025,129.1058,8.6,0.1
3387,2021-01-19T10:37:13.485,35.7668,129.194,13.7,0.3
3388,2021-01-19T13:45:44.595,35.7788,129.2192,15,-0.2
3389,2021-01-19T15:55:12.275,35.9834,129.5887,14.3,0.4
3390,2021-01-19T18:06:35.651,35.7702,129.204,13.6,-0.3
3391,2021-01-19T20:16:31.232,35.7809,129.1977,13.1,-0.1
3392,2021-01-20T04:10:44.769,35.7632,129.5616,12.1,1.3
3393,2021-01-20T12:49:54.922,36.1234,129.3667,9.6,0.8
3394,2021-01-20T22:20:38.881,35.7218,129.4256,15.2,0.2
3395,2021-01-21T02:53:40.679,35.7336,129.4101,12.4,0.1
3396,2021-01-21T02:57:54.309,35.7292,129.4119,12.7,0.3
3397,2021-01-21T03:29:14.903,35.7282,129.4137,12.8,0.2
3398,2021-01-21T04:45:37.330,35.73,129.4127,12.8,0.6
3399,2021-01-21T06:12:55.087,35.7726,129.1994,14.3,0.7
3400,2021-01-21T14:21:42.269,35.7744,129.3766,11.3,-0.1
3401,2021-01-21T16:22:02.415,35.7773,129.3804,13.5,-0.1
3402,2021-01-21T20:32:13.034,35.8227,129.3156,10.9,-0.1
3403,2021-01-21T21:12:21.127,35.7366,129.0195,12.7,0.1
3404,2021-01-22T00:45:22.289,35.7741,129.3724,11.1,-0.1
3405,2021-01-22T12:18:03.225,35.4462,129.1937,12.7,0
3406,2021-01-22T14:45:31.605,35.7761,129.1869,12.7,-0.1
3407,2021-01-22T19:48:40.638,35.7619,129.195,13.3,-0.3
3408,2021-01-23T12:42:24.506,35.9789,129.2681,11.2,0
3409,2021-01-23T14:34:03.113,35.7688,129.2034,14.2,-0.2
3410,2021-01-23T21:49:27.471,35.6973,129.3834,11.3,-0.2
3411,2021-01-25T08:08:03.462,35.6685,129.0817,1.5,0
3412,2021-01-25T09:17:05.684,35.7229,129.4014,13.3,0.1
