Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Magnitude,Depth
2019,4,29,12,22,7,35.7721,129.2833,0.34,9.41
2019,4,29,14,49,36,35.7104,129.2971,1.42,9.23
2019,4,30,3,31,42,35.7113,129.2959,-0.32,8.8
2019,5,1,20,49,13,35.772,129.291,1.0,11.53
2019,5,2,0,19,49,35.7814,129.408,-0.32,4.56
2019,5,3,13,44,43,35.7762,129.4014,0.18,6.48
2019,5,6,4,8,20,35.821,129.4077,1.0,14.51
2019,5,7,18,20,56,35.6707,129.3613,0.48,11.25
2019,5,7,18,22,6,35.6699,129.3629,0.3,11.34
2019,5,12,1,10,37,35.7415,129.4141,1.01,13.05
2019,5,12,11,40,13,35.7637,129.3869,1.89,9.7
2019,5,13,12,2,33,35.7128,129.2899,0.66,6.11
2019,5,14,19,21,9,35.8076,129.3586,0.61,10.7
2019,5,15,15,47,28,35.8547,129.3952,1.0,11.65
2019,5,17,5,32,19,35.7588,129.5137,1.0,15.31
2019,5,17,5,40,50,35.76,129.5137,1.13,15.84
2019,5,23,0,20,17,35.7243,129.3625,1.66,9.22
2019,5,23,18,12,49,35.7411,129.4148,0.61,12.91
2019,5,26,4,57,39,35.8041,129.3373,0.28,14.09
2019,5,30,5,31,16,35.8052,129.2531,0.64,10.67
2019,5,30,12,12,48,35.7145,129.3012,0.57,5.28
2019,5,30,21,8,42,35.7604,129.5404,1.0,9.34
2019,6,1,3,37,19,35.7429,129.366,1.0,6.25
2019,6,1,5,28,43,35.7676,129.3753,0.98,9.46
2019,6,2,9,33,15,35.7407,129.4166,0.61,13.39
2019,6,4,3,12,11,35.7757,129.398,1.0,14.35
2019,6,4,15,11,7,35.7818,129.4055,1.76,14.55
2019,6,5,5,21,13,35.8695,129.4219,0.97,12.37
2019,6,5,14,17,45,35.7225,129.4067,0.84,5.77
2019,6,5,21,55,59,35.724,129.3694,-0.38,10.03
2019,6,6,2,52,13,35.6012,129.4853,-0.25,8.55
2019,6,6,18,17,26,35.7432,129.4157,0.53,12.8
2019,6,8,22,40,54,35.7412,129.4203,0.06,13.18
2019,6,9,21,30,11,35.7944,129.3313,0.99,9.46
2019,6,10,23,42,22,35.7289,129.4055,0.38,11.89
2019,6,11,0,32,30,35.7296,129.407,0.2,11.79
2019,6,11,0,53,26,35.7335,129.4103,0.7,11.44
2019,6,11,2,11,16,35.7312,129.4066,0.58,12.23
2019,6,11,5,50,2,35.7312,129.4068,0.57,12.19
2019,6,11,13,45,54,35.7401,129.4136,1.0,13.24
2019,6,12,5,41,32,35.7296,129.4041,0.7,12.14
2019,6,20,13,12,18,35.8657,129.5205,1.61,7.3
2019,6,21,11,31,36,35.8992,129.2753,0.76,13.19
2019,6,23,22,56,55,35.7415,129.3833,-0.2,11.42
2019,6,24,17,53,58,35.7357,129.3858,0.29,11.41
2019,6,26,3,52,16,35.7417,129.4027,-0.24,5.06
2019,6,27,23,3,15,35.7132,129.4052,-0.76,5.53
2019,6,29,3,17,59,35.7332,129.3747,1.23,11.36
2019,7,3,5,8,35,35.7662,129.3789,1.0,9.38
2019,7,3,13,20,55,35.7153,129.4132,-0.1,12.5
2019,7,4,1,17,10,35.7833,129.3635,0.92,14.73
2019,7,4,4,8,54,35.7098,129.4068,0.22,13.03
2019,7,4,21,47,42,35.6958,129.3595,-0.34,8.82
2019,7,5,6,38,25,35.7516,129.3927,1.0,12.82
2019,7,10,22,28,18,35.8483,129.4765,0.33,11.11
2019,7,13,10,16,31,35.7987,129.397,1.42,13.87
2019,7,14,11,58,4,35.7152,129.374,-0.02,9.8
2019,7,16,22,50,49,35.7774,129.3954,0.53,12.92
2019,7,17,23,2,32,35.7415,129.4179,0.35,13.2
2019,7,19,3,23,57,35.7337,129.4091,1.0,11.27
2019,7,19,20,59,20,35.7404,129.4212,0.21,12.94
2019,7,20,17,36,15,35.7937,129.418,0.18,13.28
2019,7,21,6,13,37,35.7267,129.3593,-0.19,8.45
2019,7,22,2,30,23,35.8154,129.314,0.17,10.34
2019,7,22,2,31,17,35.8044,129.3121,1.0,7.09
2019,7,22,13,51,5,35.8168,129.3122,0.65,11.25
2019,7,26,13,41,22,35.8553,129.5272,0.84,9.66
2019,7,29,1,43,6,35.6645,129.3991,1.0,6.56
2019,7,30,5,36,44,35.7066,129.4065,1.0,14.22
2019,8,2,2,39,45,35.7094,129.3547,-0.48,8.99
2019,8,3,20,51,51,35.8503,129.2903,0.32,12.87
2019,8,3,21,35,53,35.7157,129.3511,0.29,9.62
2019,8,3,21,39,0,35.7152,129.3564,-0.34,9.7
2019,8,3,22,17,49,35.7157,129.352,0.53,9.8
2019,8,3,22,46,52,35.7208,129.3582,-0.43,10.01
2019,8,4,2,7,8,35.7136,129.3492,1.05,9.18
2019,8,4,2,23,10,35.7151,129.3511,-0.08,9.58
2019,8,4,17,16,19,35.7156,129.3519,0.77,9.62
2019,8,4,17,28,52,35.7168,129.3539,0.09,9.73
2019,8,7,20,58,32,35.7912,129.3039,-0.07,9.2
2019,8,9,10,59,20,35.7773,129.2545,0.63,14.6
2019,8,9,13,39,2,35.7851,129.3114,1.0,8.86
2019,8,10,0,36,5,35.7415,129.4121,0.4,12.75
2019,8,10,10,34,16,35.779,129.3711,0.32,11.81
2019,8,10,11,11,35,35.8321,129.3594,0.44,7.06
2019,8,13,16,38,8,35.7549,129.3846,0.4,11.93
2019,8,14,1,44,55,35.745,129.4048,1.0,12.95
2019,8,16,4,10,37,35.8005,129.4337,1.0,15.06
2019,8,17,4,7,28,35.7412,129.4138,1.4,13.25
2019,8,19,1,6,56,35.6984,129.4059,0.56,11.33
2019,8,20,2,28,2,35.8102,129.3533,1.0,15.92
2019,8,21,17,34,7,35.796,129.4319,-0.25,14.64
2019,8,25,22,9,59,35.7046,129.3546,-0.59,8.11
2019,8,27,5,2,18,35.7109,129.3567,-0.22,9.42
2019,8,31,14,18,35,35.8543,129.2571,0.07,13.91
2019,9,3,18,34,11,35.8515,129.2508,0.34,13.78
2019,9,9,3,44,58,35.7311,129.2915,0.86,9.04
2019,9,9,19,44,37,35.7445,129.4063,0.1,12.31
2019,9,9,22,39,26,35.7557,129.3981,0.45,12.36
2019,9,9,23,57,7,35.757,129.4007,0.33,12.38
2019,9,10,0,30,40,35.7566,129.3963,0.37,12.44
2019,9,10,1,47,24,35.6652,129.3937,-0.27,7.4
2019,9,10,14,15,43,35.7554,129.4015,0.65,12.41
2019,9,10,14,24,25,35.7527,129.4037,1.24,12.75
2019,9,10,16,19,33,35.7457,129.4075,0.35,12.24
2019,9,10,19,16,35,35.7746,129.3688,1.35,13.59
2019,9,10,23,58,45,35.7458,129.4046,0.68,12.2
2019,9,11,14,8,55,35.7874,129.288,0.58,6.64
2019,9,12,10,41,51,35.7694,129.3813,0.27,9.17
2019,9,16,6,12,33,35.7353,129.3581,1.0,6.35
2019,9,19,8,12,8,35.7053,129.3914,0.7,5.85
2019,9,20,12,5,29,35.7842,129.3166,1.03,9.24
2019,9,20,12,9,22,35.7863,129.3154,0.34,9.14
2019,9,20,23,13,23,35.8057,129.3925,0.83,14.74
2019,9,22,0,27,56,35.7995,129.2944,1.0,5.93
2019,9,22,20,17,22,35.7097,129.3596,0.7,10.07
2019,9,24,2,40,46,35.7877,129.3123,0.73,9.04
2019,9,24,5,11,16,35.7821,129.3158,0.26,9.07
2019,9,24,5,52,31,35.7872,129.3124,0.82,9.22
2019,9,24,10,26,51,35.7272,129.3573,0.62,8.91
2019,9,28,5,43,6,35.7642,129.379,-0.18,9.27
2019,9,29,0,24,54,35.7287,129.4053,1.0,12.04
2019,10,1,5,21,7,35.7522,129.4053,0.32,12.66
2019,10,7,14,12,38,35.7102,129.3579,-0.22,10.24
2019,10,8,2,45,48,35.7168,129.3538,-0.17,8.96
2019,10,9,5,18,5,35.7267,129.3555,0.22,8.98
2019,10,16,17,37,57,35.7397,129.4571,0.31,9.88
2019,10,16,18,18,4,35.7403,129.455,0.27,9.95
2019,10,28,6,56,43,35.7134,129.3529,0.6,9.75
2019,10,28,11,9,33,35.7088,129.4038,0.75,12.84
2019,10,28,11,12,20,35.7083,129.404,0.49,12.9
2019,10,28,11,17,32,35.715,129.4088,0.24,12.6
2019,10,28,11,35,11,35.7087,129.4037,0.79,12.73
2019,10,28,13,51,4,35.77,129.4228,1.0,11.28
2019,10,28,14,40,57,35.7099,129.4057,0.78,12.94
2019,10,29,0,0,27,35.7092,129.4043,0.41,12.9
2019,10,29,6,10,29,35.7158,129.3524,0.8,9.63
2019,10,29,12,36,21,35.7103,129.408,0.28,12.91
2019,10,29,13,41,0,35.7092,129.4078,0.41,13.32
2019,10,30,9,30,31,35.707,129.4033,1.0,13.36
2019,11,3,23,48,47,35.6856,129.3232,-0.01,16.53
2019,11,8,13,21,3,35.793,129.3696,0.5,9.75
2019,11,9,1,2,38,35.8043,129.4246,1.0,15.35
2019,11,9,20,26,39,35.7035,129.3556,-0.04,8.7
2019,11,11,17,59,53,35.7006,129.354,0.7,7.64
2019,11,14,23,35,5,35.7513,129.3937,-0.11,10.54
2019,11,14,23,41,44,35.747,129.3939,1.0,10.74
2019,11,14,23,45,45,35.751,129.3953,1.0,10.44
2019,11,16,19,24,34,35.7762,129.3137,0.38,8.77
2019,11,23,1,49,8,35.7776,129.3731,0.42,12.78
2019,11,23,3,8,19,35.775,129.3767,1.0,12.98
2019,11,24,15,34,4,35.7745,129.3164,0.01,9.11
2019,11,25,3,6,25,35.8441,129.3579,0.56,14.44
2019,11,26,6,10,11,35.781,129.3301,0.42,5.9
2019,11,26,7,20,4,35.711,129.4156,1.0,12.51
2019,11,26,8,17,17,35.7097,129.4058,0.5,12.93
2019,11,26,12,8,45,35.7236,129.2776,1.13,5.6
2019,11,28,16,13,43,35.7031,129.3537,0.35,8.12
2019,11,29,12,32,27,35.7646,129.3866,0.21,8.23
2019,12,2,9,37,51,35.7553,129.3705,1.2,13.0
2019,12,2,9,41,39,35.7504,129.3778,-0.07,12.86
2019,12,2,12,39,33,35.824,129.3885,1.0,11.57
2019,12,3,18,6,11,35.8242,129.3871,0.66,10.27
2019,12,4,9,11,52,35.7282,129.3688,0.94,10.58
2019,12,4,12,28,23,35.8245,129.3855,0.7,10.44
2019,12,4,18,5,10,35.7792,129.4132,-0.42,11.13
2019,12,4,22,17,59,35.7064,129.3544,-0.43,8.61
2019,12,5,20,9,1,35.8243,129.3886,1.47,10.19
2019,12,6,1,2,3,35.7585,129.3737,0.25,11.5
2019,12,6,10,4,8,35.8255,129.3848,1.08,10.69
2019,12,7,0,48,45,35.8256,129.3838,0.55,10.77
2019,12,8,17,27,39,35.7534,129.3833,0.38,11.77
2019,12,8,19,58,54,35.7713,129.3736,-0.53,13.61
2019,12,17,3,11,54,35.8063,129.3928,1.0,10.53
2019,12,19,13,11,40,35.7278,129.3657,1.22,9.83
2019,12,19,20,30,44,35.7135,129.3537,0.28,9.59
2019,12,23,0,32,31,35.7571,129.3803,0.12,12.73
2019,12,24,4,50,12,35.7249,129.3658,0.62,10.28
2019,12,24,16,30,41,35.7549,129.3768,0.61,12.46
2019,12,26,19,36,58,35.8052,129.4243,1.0,15.1
2019,12,26,19,39,2,35.8023,129.4245,1.0,15.39
2019,12,28,14,9,22,35.7539,129.5355,0.92,12.2
2020,1,2,19,21,58,35.7116,129.3557,-0.21,8.97
2020,1,9,23,26,22,35.7837,129.3779,1.11,13.15
2020,1,13,0,54,14,35.8042,129.3311,0.44,15.23
2020,1,17,0,54,40,35.7772,129.3185,1.0,9.3
2020,1,19,0,37,1,35.838,129.2891,0.86,12.96
2020,1,19,12,11,39,35.7018,129.4106,1.0,10.8
2020,1,21,14,3,49,35.7643,129.2921,0.92,5.22
2020,1,24,1,33,17,35.7776,129.3154,-0.29,8.83
2020,1,24,3,20,5,35.7567,129.384,-0.26,11.93
2020,1,24,4,16,55,35.7475,129.4214,1.0,13.9
2020,1,26,10,14,32,35.8074,129.3685,0.15,10.47
2020,1,27,19,16,31,35.7185,129.363,0.43,9.59
2020,1,27,19,33,38,35.7186,129.3632,0.35,9.77
2020,1,29,22,54,8,35.7856,129.4533,1.0,10.41
2020,2,2,4,24,46,35.7098,129.3553,-0.06,9.1
2020,2,3,16,27,37,35.7166,129.4008,0.58,6.95
2020,2,4,7,55,8,35.7687,129.3941,0.41,10.87
2020,2,8,22,37,48,35.7247,129.4081,0.77,11.99
2020,2,9,3,10,2,35.6629,129.4811,0.25,8.94
2020,2,9,4,7,20,35.6718,129.5075,0.12,7.29
2020,2,9,18,47,4,35.8246,129.4024,0.93,16.25
2020,2,14,7,8,58,35.7125,129.3615,-0.18,9.37
2020,2,17,23,30,56,35.7023,129.3578,0.01,8.63
2020,2,18,18,50,33,35.7427,129.4163,0.29,12.32
2020,2,18,19,24,42,35.7542,129.4108,0.47,12.76
2020,2,18,19,29,1,35.7517,129.4166,0.22,12.72
2020,2,18,19,36,20,35.7516,129.4145,0.25,12.75
2020,2,18,19,44,20,35.7471,129.4075,0.69,12.55
2020,2,18,20,32,41,35.7516,129.4139,-0.02,12.71
2020,2,19,6,2,11,35.7187,129.3751,1.0,6.89
2020,2,19,20,36,30,35.7145,129.3651,-0.01,10.15
2020,2,22,9,47,18,35.7903,129.3806,1.01,12.05
2020,2,22,23,46,12,35.7907,129.3865,1.0,12.4
2020,2,23,22,37,53,35.7125,129.3501,1.19,9.29
2020,2,23,22,48,1,35.7162,129.3551,-0.16,9.32
2020,2,23,22,53,7,35.7144,129.3525,0.26,9.42
2020,2,23,23,7,29,35.7153,129.3582,-0.01,9.78
2020,2,23,23,30,12,35.7151,129.3543,0.3,9.67
2020,2,24,21,10,0,35.7968,129.368,0.07,9.76
2020,2,24,21,54,32,35.819,129.4186,0.3,13.67
2020,2,25,6,49,44,35.7725,129.3985,0.73,14.35
2020,2,26,3,34,29,35.7106,129.3546,0.69,9.87
2020,2,26,12,10,48,35.7066,129.2762,0.42,6.11
2020,2,27,14,48,27,35.6581,129.3236,0.81,9.34
2020,2,27,14,50,11,35.6585,129.3226,0.52,9.67
2020,2,27,15,16,33,35.6577,129.3237,0.67,9.01
2020,3,2,14,35,4,35.6916,129.3676,-0.23,5.81
2020,3,5,12,0,45,35.7033,129.2844,0.3,5.13
2020,3,6,10,21,7,35.7682,129.3322,0.4,9.82
2020,3,6,13,24,20,35.7336,129.2516,0.62,4.75
2020,3,9,3,3,17,35.7175,129.3997,-0.31,10.03
2020,3,9,11,26,43,35.7661,129.346,1.0,6.57
2020,3,11,12,33,31,35.7278,129.3685,0.71,10.17
2020,3,11,12,36,7,35.7248,129.3694,0.15,9.51
2020,3,11,13,20,3,35.7259,129.3688,0.57,10.16
2020,3,11,13,37,36,35.7265,129.3675,0.57,10.05
2020,3,14,22,59,48,35.7549,129.3825,-0.33,11.23
2020,3,15,12,25,39,35.7278,129.366,1.52,10.16
2020,3,17,22,58,43,35.7637,129.3761,-0.54,8.83
2020,3,17,23,14,0,35.7693,129.3806,-0.12,9.44
2020,3,18,2,57,39,35.7548,129.3757,-0.33,13.05
2020,3,22,1,28,25,35.7184,129.3692,-0.35,9.46
2020,3,22,11,49,50,35.7245,129.4104,1.13,11.97
2020,3,22,16,0,40,35.7291,129.3555,-0.23,9.64
2020,3,22,22,2,49,35.7273,129.4086,0.08,11.87
2020,3,22,22,44,49,35.7287,129.4101,0.08,12.18
2020,3,26,6,10,27,35.7018,129.3804,-0.07,9.98
2020,3,26,12,45,21,35.8655,129.2502,1.04,13.53
2020,3,27,9,29,51,35.8005,129.3864,0.21,10.37
2020,3,28,13,22,50,35.7276,129.3523,0.46,9.22
2020,3,28,18,41,34,35.8037,129.3678,0.51,12.0
2020,3,29,3,20,35,35.7275,129.3512,0.48,9.63
2020,3,30,0,7,18,35.7275,129.3514,-0.05,9.32
2020,3,30,1,39,45,35.7252,129.3535,-0.28,9.53
2020,3,30,5,16,28,35.7238,129.4202,0.09,13.24
2020,3,30,9,59,34,35.7284,129.3421,1.0,9.68
2020,3,30,21,14,57,35.727,129.3502,0.27,9.24
2020,4,2,4,37,44,35.7432,129.3809,0.55,11.2
2020,4,3,21,26,6,35.754,129.5328,1.43,17.47
2020,4,5,22,57,49,35.6925,129.373,0.29,10.49
2020,4,10,19,20,47,35.6982,129.353,0.4,8.21
2020,4,10,19,21,22,35.7107,129.3501,0.34,9.36
2020,4,10,19,26,43,35.7038,129.3533,0.83,8.23
2020,4,11,5,58,24,35.7113,129.3785,-0.21,9.28
2020,4,11,6,32,5,35.7664,129.3781,0.87,9.08
2020,4,11,18,21,39,35.7689,129.3781,0.96,9.65
2020,4,12,2,48,25,35.7648,129.3836,1.0,9.54
2020,4,13,2,46,33,35.7193,129.3822,0.65,6.21
2020,4,13,3,44,35,35.6775,129.3702,-0.04,12.7
2020,4,13,14,29,30,35.712,129.3574,-0.0,9.12
2020,4,16,18,18,29,35.8212,129.4041,0.47,13.31
2020,4,16,19,11,26,35.8192,129.4018,0.73,13.44
2020,4,17,1,5,38,35.8179,129.4023,0.88,12.9
2020,4,17,1,36,38,35.8253,129.4078,0.66,14.08
2020,4,17,3,48,21,35.7481,129.3674,-0.83,7.83
2020,4,17,4,52,12,35.8187,129.4024,0.45,13.11
2020,4,17,14,5,38,35.8218,129.4061,0.5,12.38
2020,4,17,18,17,49,35.8251,129.4064,1.45,14.17
2020,4,17,18,18,14,35.6895,129.5268,0.81,6.32
2020,4,17,18,18,15,35.8248,129.4093,0.66,14.24
2020,4,17,18,31,43,35.8246,129.4108,-0.17,14.11
2020,4,17,19,25,50,35.8251,129.4122,0.2,13.94
2020,4,17,19,58,51,35.825,129.4085,0.39,14.12
2020,4,17,21,25,32,35.8251,129.4084,0.52,13.9
2020,4,18,4,28,31,35.8176,129.416,1.0,14.69
2020,4,18,14,35,29,35.824,129.4072,0.72,14.16
2020,4,18,23,15,50,35.821,129.4035,0.61,13.37
2020,4,19,0,48,15,35.7687,129.3828,-0.62,9.69
2020,4,19,19,25,34,35.7695,129.3818,0.67,9.63
2020,4,20,11,34,10,35.7677,129.3799,0.58,9.47
2020,4,20,15,21,3,35.7687,129.3816,0.72,9.52
2020,4,21,5,46,17,35.8522,129.368,0.33,14.87
2020,4,21,8,13,0,35.7694,129.3764,1.3,9.64
2020,4,21,22,56,31,35.8254,129.412,0.13,14.4
2020,4,22,3,33,46,35.7692,129.3778,1.0,9.63
2020,4,22,16,0,26,35.7689,129.3843,0.29,9.81
2020,4,23,14,51,15,35.7755,129.3156,1.0,9.11
2020,4,25,4,8,31,35.8223,129.4004,0.2,13.19
2020,4,25,4,11,45,35.8204,129.3978,1.0,13.1
2020,4,25,4,21,12,35.8206,129.4052,0.17,13.14
2020,4,25,7,47,43,35.7789,129.3885,0.65,4.02
2020,4,25,12,1,22,35.8279,129.3903,0.46,8.27
2020,4,25,20,58,45,35.7831,129.3145,0.53,9.06
2020,4,25,20,58,55,35.7843,129.3154,0.32,9.14
2020,4,26,2,12,20,35.7895,129.3127,-0.17,9.3
2020,4,27,16,26,55,35.7182,129.3623,0.98,9.82
2020,5,1,6,24,40,35.7181,129.3554,0.23,9.6
2020,5,4,9,54,12,35.7556,129.44,1.0,16.59
2020,5,4,10,44,16,35.7029,129.4097,1.49,11.98
2020,5,6,19,50,46,35.728,129.4129,1.0,11.1
2020,5,17,13,17,34,35.7189,129.364,0.3,9.67
2020,5,17,21,52,12,35.8135,129.4022,0.16,4.29
2020,5,18,3,22,5,35.7352,129.3916,-0.25,11.48
2020,5,18,13,49,29,35.6739,129.3639,0.92,11.04
2020,5,22,13,45,53,35.8027,129.3317,0.56,10.74
2020,5,23,3,7,20,35.7051,129.3522,0.41,8.35
2020,5,23,7,11,35,35.7079,129.3527,0.74,8.46
2020,5,25,5,6,50,35.7694,129.3768,0.94,9.66
2020,5,25,9,10,20,35.7684,129.3795,0.37,9.49
2020,5,25,12,5,42,35.7333,129.3006,0.31,7.11
2020,5,26,20,28,5,35.7653,129.3754,0.38,11.77
2020,5,26,23,54,43,35.7946,129.4511,1.0,10.94
2020,5,30,8,15,13,35.7457,129.3797,0.09,11.57
2020,5,30,19,42,1,35.8278,129.2971,0.09,13.29
2020,5,30,22,13,39,35.7817,129.3141,0.41,8.84
2020,6,1,19,58,14,35.8448,129.2747,0.1,10.15
2020,6,2,14,20,24,35.7681,129.3186,0.72,9.76
2020,6,2,20,38,16,35.6955,129.3558,1.17,8.89
2020,6,3,4,28,50,35.7111,129.3594,0.26,9.91
2020,6,3,6,47,15,35.7675,129.3184,-0.24,9.92
2020,6,6,4,54,11,35.7844,129.3163,-0.29,9.25
2020,6,7,3,14,20,35.7077,129.3937,-0.38,5.05
2020,6,7,23,57,38,35.7867,129.3175,-0.21,9.54
2020,6,9,5,33,36,35.7881,129.3184,0.16,9.55
2020,6,10,12,44,24,35.815,129.312,0.58,10.79
2020,6,12,5,38,41,35.7814,129.3223,1.0,9.82
2020,6,14,23,49,57,35.713,129.3519,-0.29,8.65
2020,6,15,0,11,56,35.7116,129.3471,-0.04,8.71
2020,6,18,13,11,47,35.8345,129.3564,0.53,12.97
2020,7,2,19,29,35,35.7555,129.3864,0.02,11.6
2020,7,7,21,20,0,35.7084,129.4003,-0.58,5.23
2020,7,14,11,48,59,35.6029,129.3463,1.39,13.01
2020,7,14,13,45,17,35.7907,129.3086,1.61,9.57
2020,7,15,20,54,55,35.6714,129.5166,0.42,18.89
2020,7,16,12,30,2,35.7828,129.3152,1.03,9.19
2020,7,29,17,49,38,35.8153,129.3125,0.61,10.66
2020,7,29,23,53,59,35.7909,129.4177,-0.43,10.5
2020,7,30,5,24,55,35.7869,129.4159,-0.32,10.24
2020,7,30,10,5,53,35.7874,129.4128,1.19,10.53
2020,8,1,23,23,51,35.7683,129.3793,0.38,9.66
2020,8,2,0,39,37,35.7863,129.4189,1.0,10.22
2020,8,2,7,41,20,35.829,129.3934,0.47,11.37
2020,8,2,12,17,0,35.8035,129.3891,-0.03,15.32
2020,8,3,3,24,49,35.7756,129.3132,0.5,8.76
2020,8,4,1,15,18,35.8169,129.327,0.15,4.81
2020,8,4,10,9,28,35.7757,129.3124,0.89,9.15
2020,8,5,9,45,21,35.8005,129.3385,1.09,8.74
2020,8,5,9,52,25,35.8027,129.3417,0.29,8.83
2020,8,5,14,26,15,35.7486,129.3831,0.43,12.05
2020,8,5,17,58,6,35.8076,129.3108,-0.15,10.12
2020,8,7,14,34,32,35.7102,129.3554,0.3,9.9
2020,8,8,2,43,33,35.7821,129.3103,1.0,9.36
2020,8,8,21,39,38,35.7763,129.3146,0.41,8.89
2020,8,12,3,8,46,35.7862,129.3016,0.49,8.86
2020,8,13,1,23,17,35.7124,129.3991,0.03,8.78
2020,8,13,4,58,38,35.7146,129.4019,0.76,9.51
2020,8,14,2,58,3,35.7158,129.3522,0.35,9.57
2020,8,14,7,27,41,35.7137,129.3544,0.63,9.62
2020,8,15,18,58,51,35.7104,129.3545,0.22,9.69
2020,8,15,20,16,0,35.714,129.4072,0.13,9.41
2020,8,16,20,31,15,35.7961,129.3914,0.59,12.62
2020,8,17,12,53,22,35.7148,129.3518,0.47,9.38
2020,8,19,5,48,28,35.7162,129.3579,-0.57,9.59
2020,8,19,23,54,38,35.7881,129.3165,1.0,9.19
2020,8,22,17,4,46,35.695,129.3648,1.0,8.61
2020,8,22,22,11,53,35.6933,129.3767,0.62,9.88
2020,8,22,23,5,50,35.78,129.3162,0.44,9.63
2020,8,28,2,39,42,35.7549,129.4021,1.61,11.13
2020,8,29,20,4,0,35.7442,129.306,-0.16,8.29
2020,8,31,9,51,0,35.7855,129.3159,0.31,9.21
2020,8,31,11,21,19,35.6654,129.3653,0.63,12.6
2020,9,8,9,54,7,35.8149,129.3302,1.07,14.45
2020,9,9,16,36,47,35.6611,129.4165,1.21,8.12
2020,9,10,1,48,12,35.7114,129.3475,0.31,8.59
2020,9,10,1,48,37,35.7113,129.3493,0.04,8.63
2020,9,10,1,57,24,35.7098,129.3509,0.6,8.77
2020,9,10,2,25,4,35.7132,129.3492,0.21,8.9
2020,9,10,22,49,26,35.711,129.3473,0.37,8.66
2020,9,12,9,28,34,35.7102,129.3499,0.62,9.09
2020,9,26,16,22,44,35.797,129.4493,0.77,9.88
2020,10,4,4,52,3,35.691,129.3286,1.0,16.35
2020,10,5,1,52,25,35.6894,129.3236,0.1,16.97
2020,10,7,5,19,33,35.6852,129.3687,0.32,10.2
2020,10,7,5,27,18,35.6821,129.3699,1.0,9.56
2020,10,7,9,51,40,35.6834,129.3715,0.74,10.34
2020,10,7,10,29,0,35.6855,129.3734,1.0,10.59
2020,10,9,15,14,10,35.6828,129.3739,1.59,10.03
2020,10,11,4,12,39,35.7813,129.3168,-0.42,9.12
2020,10,11,7,23,30,35.7869,129.3135,0.41,9.73
2020,10,14,15,32,38,35.7115,129.3565,0.53,9.67
2020,10,16,16,1,19,35.73,129.4035,1.35,2.21
2020,10,17,12,57,51,35.77,129.2866,1.43,9.9
2020,10,18,10,9,35,35.7147,129.4015,0.53,3.78
2020,10,20,22,48,33,35.7915,129.2999,1.0,9.45
2020,10,20,22,58,35,35.7864,129.3034,-0.03,9.04
2020,10,22,6,28,48,35.767,129.3896,0.16,7.91
2020,10,23,20,30,24,35.7935,129.3216,0.28,10.03
2020,10,25,20,11,2,35.8027,129.2689,0.96,7.56
2020,10,26,1,31,43,35.8032,129.273,0.17,8.05
2020,10,26,2,5,28,35.8035,129.2719,0.11,7.97
2020,10,26,2,27,15,35.8119,129.2657,1.0,7.72
2020,10,26,2,33,27,35.803,129.2702,0.41,7.59
2020,10,26,5,4,26,35.6754,129.2575,0.8,11.26
2020,10,26,12,44,33,35.8026,129.2693,1.53,7.67
2020,10,26,13,29,14,35.8042,129.2728,0.31,7.57
2020,10,27,16,16,55,35.7022,129.4845,0.74,7.24
2020,10,30,23,51,58,35.653,129.5287,1.0,18.12
2020,10,31,15,53,38,35.7171,129.4332,0.54,2.39
2020,11,1,2,51,0,35.7801,129.3647,-0.01,15.36
2020,11,1,6,58,0,35.7898,129.5482,0.68,17.51
2020,11,1,20,12,35,35.7666,129.3823,-0.04,12.65
2020,11,4,7,40,46,35.7485,129.2959,0.15,9.28
2020,11,6,2,46,21,35.7872,129.3049,0.84,9.11
2020,11,9,2,33,18,35.7864,129.3053,0.24,9.22
2020,11,10,0,7,31,35.7918,129.3107,1.0,8.09
2020,11,10,20,30,45,35.7006,129.3768,0.24,9.48
2020,11,19,2,38,27,35.7976,129.3713,1.0,10.68
2020,11,20,6,1,35,35.7312,129.4676,-0.29,9.72
2020,11,27,20,22,18,35.7946,129.3706,1.0,11.1
2020,11,28,16,30,4,35.8023,129.3653,1.0,11.32
2020,11,30,22,41,40,35.7512,129.3888,0.38,11.26
2020,12,1,5,4,35,35.7918,129.3905,1.0,12.96
2020,12,3,1,28,47,35.7303,129.4105,0.46,12.09
2020,12,3,9,11,53,35.7074,129.357,0.72,8.94
2020,12,4,4,2,42,35.7235,129.4072,0.26,12.58
2020,12,4,4,15,16,35.7211,129.4046,0.39,12.92
2020,12,4,7,2,45,35.7212,129.4038,0.39,12.83
2020,12,6,1,52,49,35.7766,129.3135,0.63,8.87
2020,12,7,20,31,18,35.7939,129.4223,2.17,12.1
2020,12,9,14,43,2,35.7868,129.4702,0.82,14.15
2020,12,10,21,28,19,35.7367,129.2988,1.0,6.9
2020,12,13,22,58,57,35.7621,129.5092,1.0,14.66
2020,12,14,20,8,3,35.7717,129.3761,1.0,10.8
2020,12,16,9,0,21,35.7393,129.4202,0.37,12.87
2020,12,25,7,18,31,35.7908,129.3013,0.22,9.02
2020,12,27,3,53,4,35.8073,129.3311,0.31,14.33
2020,12,30,6,27,32,35.8059,129.3761,0.69,13.72
2020,12,31,12,35,27,35.7198,129.3639,0.22,10.07
