id,event_idx
202506,14217
202507,14220
202508,14222
202510,14224
202511,14225
202512,14226
202513,14227
202514,14228
202515,14229
202516,14230
202517,14231
202518,14234
202519,14241
202520,14242
202521,14244
202522,14247
202523,14248
202524,14249
202525,14251
202526,14253
202527,14254
202528,14256
202529,14272
202530,14276
202531,14281
202532,14288
202533,14290
202535,14313
202536,14340
202537,14341
202538,14342
202539,14344
202540,14352
202541,14359
202542,14367
202543,14368
202544,14370
202545,14371
202546,14373
202547,14377
202548,14380
202549,14383
202550,14395
202551,14398
202552,14406
202553,14414
202554,14419
202555,14420
202556,14421
202557,14422
202558,14423
202559,14424
202560,14425
202561,14437
202562,14440
202563,14441
202564,14442
202565,14445
202566,14449
202567,14455
202568,14456
202569,14457
202570,14466
202571,14470
202572,14474
202573,14476
202574,14477
202575,14478
202576,14480
202578,14493
202579,14494
202580,14496
202581,14500
202582,14511
202583,14515
202584,14516
202585,14519
202586,14520
202587,14531
202588,14535
202589,14538
202590,14542
202591,14547
202592,14549
202593,14553
202594,14554
202595,14555
202596,14556
202598,14559
202599,14560
202600,14564
202601,14567
202602,14577
202603,14579
202604,14583
202606,14592
202607,14593
202608,14594
202609,14597
202610,14603
202611,14608
202612,14609
202613,14611
202614,14615
202615,14619
202616,14623
202617,14626
202618,14628
202619,14630
202620,14635
202621,14643
202622,14644
202623,14646
202624,14647
202625,14648
202626,14649
202627,14651
202628,14652
202629,14659
202631,14672
202633,14686
202634,14705
202635,14709
202637,14727
202638,14730
202639,14733
202640,14742
202641,14746
202642,14747
202643,14750
202644,14761
202645,14763
202646,14764
202647,14765
202648,14766
202649,14767
202650,14768
202651,14770
202652,14771
202653,14772
202654,14775
202655,14777
202656,14778
202659,14782
202660,14783
202661,14784
202662,14786
202663,14789
202664,14791
202665,14792
202666,14795
202667,14797
202668,14800
202669,14802
