event_idx,event_time,lat,lon,depth,x,y,z,ex,ey,ez,nccp,nccs,nctp,ncts,cid,is_dtcc,n_used,ml_ufraw_reloc,ml_ufcorr_reloc,ml_ufcorr_old,dml
118,2011-01-19 18:32:32.719999+00:00,35.696049,129.401001,7.315,1910.7,-6434.9,-4011.2,0.9,1.3,1.1,0,0,263,244,1,False,5.0,0.626364374131609,0.6639218373748921,0.6794756293621382,-0.015553791987246157
121,2011-02-02 22:20:06.839999+00:00,35.79738,129.371647,12.028,-744.7,4808.2,701.3,0.4,0.3,0.5,0,0,299,398,1,False,4.0,0.17643225353264302,0.29450699449335827,0.3073792741963712,-0.012872279703012912
122,2011-02-06 09:48:19.109999+00:00,35.717883,129.343766,9.298,-3267.2,-4012.3,-2028.1,0.3,0.8,0.3,1,1,535,539,1,True,2.0,0.28362741206920716,0.1556264062414755,0.1698779202398164,-0.014251513998340903
124,2011-02-22 18:00:38.640000+00:00,35.765617,129.285221,9.626,-8560.9,1284.0,-1700.8,0.6,0.5,0.4,1,1,282,315,1,True,5.0,0.5088944574695309,0.546451920712814,0.5968612580582586,-0.050409337345444616
126,2011-02-23 07:52:44.009999+00:00,35.719678,129.363289,9.932,-1501.1,-3813.2,-1394.8,0.1,0.2,0.1,6,34,538,537,1,True,4.0,1.3516429092875137,1.382027251030702,1.401237023553163,-0.019209772522461144
132,2011-03-03 05:43:10.740000+00:00,35.730151,129.366203,10.087,-1237.4,-2651.1,-1239.1,0.1,0.1,0.1,66,60,609,616,1,True,6.0,1.823697413523036,1.861254876766319,1.8798255329918696,-0.01857065622555054
133,2011-03-05 03:55:19.370000+00:00,35.814429,129.296224,10.151,-7563.5,6699.9,-1175.8,0.5,0.8,0.8,0,0,260,249,1,False,2.0,0.3437678634041277,0.21576685757639602,0.2423387915613784,-0.026571933984982393
141,2011-03-14 19:11:00.640000+00:00,35.735714,129.388127,13.392,745.7,-2033.9,2065.5,0.2,0.4,0.2,0,0,518,522,1,False,2.0,0.3161911450916075,0.18819013926387584,0.191082179894534,-0.002892040630658149
142,2011-03-22 08:06:07.549999+00:00,35.763749,129.380396,12.846,46.4,1076.8,1519.6,0.3,0.5,0.2,0,2,395,395,1,True,2.0,0.9258539166892734,0.7978529108615418,0.8038762095918931,-0.006023298730351345
148,2011-04-12 21:44:06.400000+00:00,35.701831,129.362101,9.427,-1608.7,-5793.3,-1899.7,1.0,1.4,0.5,0,0,560,563,1,False,3.0,0.5098235444410975,0.5473810076843806,0.5679105181586597,-0.02052951047427909
150,2011-04-16 12:42:48.299999+00:00,35.758785,129.379077,12.439,-72.9,526.0,1112.3,0.2,0.3,0.2,2,12,448,443,1,True,2.0,0.5297642651603801,0.40176325933264845,0.4038396952603081,-0.002076435927659659
151,2011-04-29 08:30:09.169999+00:00,35.801953,129.331795,13.73,-4347.9,5315.7,2403.6,0.2,0.5,0.3,0,0,130,160,1,False,1.0,0.37077374010163955,0.07721426520289315,0.0898838779643184,-0.012669612761425253
154,2011-05-04 12:38:34.060000+00:00,35.718262,129.363493,9.849,-1482.7,-3970.3,-1477.0,0.1,0.1,0.1,37,33,622,627,1,True,4.0,0.4685224043330435,0.49890674607623153,0.5198600214871671,-0.020953275410935612
155,2011-05-04 16:12:09.789999+00:00,35.718864,129.363265,9.87,-1503.3,-3903.5,-1456.0,0.1,0.1,0.1,40,41,809,803,1,True,6.0,0.8356446288193422,0.9537193697800574,0.9638652384042492,-0.010145868624191756
156,2011-05-04 18:08:19.339999+00:00,35.708065,129.362809,9.695,-1544.6,-5101.7,-1631.8,1.1,2.2,0.7,0,2,586,588,1,True,3.0,0.49400869401108793,0.5315661572543711,0.5507998052957057,-0.01923364804133465
158,2011-05-14 19:16:28.379999+00:00,35.698588,129.348381,8.9,-2850.1,-6153.2,-2426.1,0.5,0.9,0.3,0,0,624,617,1,False,2.0,0.6478938319429626,0.5198928261152309,0.5387889180763514,-0.01889609196112052
160,2011-05-20 03:16:05.780000+00:00,35.801477,129.299585,9.736,-7260.2,5262.9,-1590.2,0.5,0.7,0.7,0,0,350,332,1,False,3.0,0.32698910012421556,0.3522376519228092,0.3738470687227659,-0.021609416799956704
161,2011-05-21 03:20:33.960000+00:00,35.791915,129.303361,10.107,-6919.2,4201.9,-1219.9,0.5,0.7,0.6,0,0,374,357,1,False,3.0,0.2836606054530597,0.24377833104257382,0.2699125138237268,-0.026134182781152954
164,2011-05-28 04:40:41.320000+00:00,35.720007,129.364998,9.968,-1346.5,-3776.6,-1358.1,0.1,0.1,0.1,52,52,807,807,1,True,3.0,0.9618289694056692,0.9993864326489523,1.0202815181346796,-0.02089508548572727
165,2011-05-29 06:03:05.799999+00:00,35.7177,129.375073,9.615,-435.1,-4032.6,-1711.2,0.2,0.2,0.2,6,9,714,704,1,True,6.0,1.0689808437575614,1.0098897596072307,1.0418193869525965,-0.03192962734536575
168,2011-06-02 15:46:00.120000+00:00,35.75341,129.365308,14.399,-1318.2,-70.4,3072.5,0.2,0.5,0.2,0,0,409,333,1,False,4.0,0.5897166452753588,0.620100987018547,0.6314550299628654,-0.01135404294431841
170,2011-06-04 03:12:21.019999+00:00,35.784261,129.29825,9.878,-7381.7,3352.7,-1448.4,0.5,0.8,0.7,0,0,385,367,1,False,3.0,0.4256329470766409,0.46227711984486103,0.4693878195938891,-0.00711069974902806
171,2011-06-06 21:53:52+00:00,35.739233,129.371224,19.797,-783.2,-1643.4,8471.0,0.3,0.2,0.3,0,0,15,18,1,False,1.0,0.704002311525892,0.7415597747691752,0.7386631812868956,0.0028965934822796635
174,2011-06-11 15:05:28.449999+00:00,35.781132,129.360083,15.48,-1790.5,3005.5,4153.8,0.2,0.2,0.2,5,11,458,453,1,True,5.0,0.5624765378404553,0.4194259383279202,0.4261051141521301,-0.006679175824209904
177,2011-06-22 03:11:21.940000+00:00,35.818669,129.297176,9.275,-7477.2,7170.3,-2051.5,0.5,0.7,0.8,0,0,108,93,1,False,2.0,0.5231628198594079,0.3951618140316763,0.4325071836262742,-0.037345369594597944
187,2011-08-02 13:23:43.490000+00:00,35.782369,129.386287,13.519,579.2,3142.7,2192.9,0.3,0.5,0.3,0,0,394,407,1,False,2.0,-0.02135474468661336,-0.14935575051434502,-0.1500931958474032,0.0007374453330581676
188,2011-08-04 00:56:46.509999+00:00,35.776681,129.369132,12.615,-972.2,2511.6,1289.0,0.3,0.4,0.4,0,0,415,424,1,False,1.0,0.6013941027817007,0.3078346278829543,0.3062133668680717,0.0016212610148825801
190,2011-08-22 15:24:56.060000+00:00,35.767175,129.284741,9.881,-8604.2,1456.9,-1445.6,0.3,0.3,0.2,2,4,305,363,1,True,1.0,0.07934037658042281,-0.2142190983183236,-0.2036521134536822,-0.010566984864641388
191,2011-08-23 11:59:06.889999+00:00,35.719958,129.291333,9.242,-8010.4,-3782.0,-2084.8,0.4,0.9,0.4,0,0,175,160,1,False,5.0,0.5903667077090593,0.7404784357980487,0.7622721545165143,-0.021793718718465582
193,2011-08-25 05:17:10.460000+00:00,35.689913,129.398177,10.656,1655.2,-7115.7,-670.8,0.2,0.3,0.3,0,0,440,433,1,False,2.0,0.8359023274633852,0.7079013216356536,0.723149754996165,-0.015248433360511404
196,2011-09-06 09:53:39.500000+00:00,35.818726,129.410352,14.765,2754.6,7176.7,3438.5,0.3,0.3,0.4,0,0,693,728,1,False,5.0,0.9424073303256879,0.9723137686630435,0.9809322634070236,-0.00861849474398002
200,2011-09-11 17:57:56.119999+00:00,35.71259,129.350871,9.663,-2624.6,-4599.6,-1663.4,0.9,2.2,0.5,0,3,642,640,1,True,3.0,0.2934224693155705,0.3309799325588537,0.3319351642469503,-0.0009552316880965805
201,2011-09-13 12:10:41.229999+00:00,35.764941,129.283993,9.905,-8672.0,1209.1,-1421.5,0.3,0.3,0.2,2,3,422,441,1,True,4.0,0.2334026937796374,0.2326519270686412,0.2427352900692083,-0.010083363000567086
209,2011-10-29 05:25:17.760000+00:00,35.774715,129.375553,13.408,-391.5,2293.5,2081.3,0.3,0.4,0.4,0,0,606,612,1,False,5.0,2.162669407123388,2.185880627366481,2.203723062396208,-0.017842435029726822
210,2011-10-30 08:45:31.809999+00:00,35.726375,129.360457,9.772,-1757.2,-3070.0,-1554.3,0.2,0.6,0.2,0,0,637,644,1,False,2.0,0.38088035408355125,0.2528793482558196,0.2552323581667686,-0.002353009910949
211,2011-11-02 10:00:04.070000+00:00,35.708948,129.28265,16.702,-8796.5,-5003.7,5375.7,0.4,0.6,0.2,0,0,12,13,1,False,3.0,0.20371204702529422,0.24126951026857732,0.2525062251917324,-0.011236714923155061
212,2011-11-07 18:56:15.060000+00:00,35.796814,129.433317,15.251,4831.5,4745.5,3924.8,0.6,0.8,0.7,3,0,593,617,1,True,4.0,0.7341952501210984,0.7329936044942544,0.7459696386245873,-0.01297603413033288
214,2011-11-13 06:32:13.490000+00:00,35.812313,129.304386,7.735,-6825.6,6465.1,-3590.9,0.8,0.9,1.2,0,0,254,199,1,False,4.0,0.6178025678113297,0.6267367051497864,0.6391129341836107,-0.012376229033824293
215,2011-11-19 16:44:12.630000+00:00,35.759566,129.378296,12.446,-143.5,612.7,1119.9,0.2,0.4,0.2,3,9,438,440,1,True,3.0,0.7139652655586743,0.7515227288019576,0.7498614000144281,0.001661328787529448
220,2011-12-01 15:59:50.939999+00:00,35.699906,129.362492,9.368,-1573.4,-6006.9,-1958.6,0.8,1.0,0.5,0,0,550,554,1,False,3.0,0.4207382845035528,0.4582957477468359,0.4793265747227834,-0.021030826975947492
223,2011-12-07 17:58:05.900000+00:00,35.894637,129.393115,14.448,1195.7,15599.4,3121.2,0.3,0.1,0.4,0,0,17,31,1,False,4.0,0.5862909521180989,0.5619171026075781,0.576931617585669,-0.01501451497809092
224,2011-12-19 10:33:15.449999+00:00,35.716638,129.35083,9.261,-2628.2,-4150.4,-2065.0,0.6,1.4,0.5,2,0,790,797,1,True,4.0,0.6011452543325012,0.6884426592564595,0.7131569119289903,-0.0247142526725308
225,2011-12-20 10:23:54.679999+00:00,35.80979,129.387826,13.179,718.1,6185.2,1852.5,0.2,0.1,0.2,0,0,594,654,1,False,2.0,0.5244210602793464,0.39642005445161477,0.410127145179925,-0.013707090728310223
227,2011-12-21 12:34:19.350000+00:00,35.869527,129.427889,12.15,4338.7,12813.3,823.3,0.2,0.2,0.2,0,2,40,43,1,True,3.0,0.969445008765214,1.0070024720084971,1.0182401731550803,-0.011237701146583179
230,2011-12-27 06:54:14.599999+00:00,35.721077,129.364876,10.094,-1357.5,-3657.9,-1232.5,0.1,0.1,0.1,47,50,509,504,1,True,4.0,1.951091037129009,2.001322899779123,2.008500156510962,-0.007177256731839332
232,2011-12-30 13:34:56.259999+00:00,35.717847,129.380916,13.524,93.5,-4016.3,2197.4,0.1,0.3,0.2,0,0,349,351,1,False,3.0,0.4895586530121998,0.527116116255483,0.5270865876467178,2.952860876526131e-05
236,2012-01-14 09:35:07.230000+00:00,35.713326,129.350334,10.22,-2673.2,-4517.9,-1106.6,0.3,0.6,0.4,0,0,579,595,1,False,2.0,0.37359552162917675,0.2455945158014451,0.2651694023675151,-0.019574886566069982
240,2012-01-26 08:31:14.250000+00:00,35.689571,129.356266,11.063,-2136.8,-7153.6,-263.5,0.2,0.2,0.1,4,10,591,584,1,True,4.0,0.7528688511297273,0.7832531928729154,0.8046103837753121,-0.02135719090239674
241,2012-02-06 17:36:51.259999+00:00,35.69137,129.363005,10.242,-1527.1,-6954.1,-1084.5,0.2,0.4,0.2,0,0,545,543,1,False,2.0,0.7249567874250772,0.5969557815973455,0.6052231098869909,-0.008267328289645381
