event_idx,event_time,lat,lon,depth,x,y,z,ex,ey,ez,nccp,nccs,nctp,ncts,cid,is_dtcc,n_used,ml_ufraw_reloc,ml_ufcorr_reloc,ml_ufcorr_old,dml
155,2011-05-04 16:12:09.619999+00:00,35.727893,129.365771,10.098,-1276.5,-2901.6,-1228.1,0.1,0.1,0.1,47,43,809,802,1,True,6.0,0.8348663692179373,0.9426735680565732,0.9638652384042492,-0.021191670347675995
156,2011-05-04 18:08:19.160000+00:00,35.727539,129.366569,10.107,-1204.3,-2940.9,-1219.9,0.1,0.1,0.1,50,53,572,572,1,True,3.0,0.5061034455288325,0.540983218836605,0.5507998052957057,-0.009816586459100662
158,2011-05-14 19:16:28.199999+00:00,35.711499,129.351237,9.674,-2591.5,-4720.6,-1652.1,0.7,1.3,0.5,0,0,617,611,1,False,2.0,0.6605901739635903,0.5449776778482108,0.5387889180763514,0.006188759771859398
160,2011-05-20 03:16:05.509999+00:00,35.783122,129.320076,11.098,-5408.1,3226.2,-228.5,0.2,0.4,0.2,0,0,385,337,1,False,3.0,0.3620770346094613,0.38814958382085124,0.3738470687227659,0.014302515098085333
161,2011-05-21 03:20:33.689999+00:00,35.774259,129.323633,11.105,-5086.8,2242.9,-221.6,0.3,0.5,0.2,0,0,373,340,1,False,3.0,0.2968209537664641,0.2787001945472651,0.2699125138237268,0.008787680723538305
164,2011-05-28 04:40:41.159999+00:00,35.729313,129.367521,10.188,-1118.2,-2744.1,-1138.1,0.1,0.1,0.1,55,63,832,825,1,True,3.0,0.9724248298670279,1.0073046031748005,1.0202815181346796,-0.012976914959879071
165,2011-05-29 06:03:05.650000+00:00,35.726701,129.376986,9.856,-262.1,-3033.9,-1469.9,0.2,0.2,0.3,7,8,753,696,1,True,6.0,1.0765424752403103,1.027684551917955,1.0418193869525965,-0.014134835034641524
168,2011-06-02 15:46:00.180000+00:00,35.756632,129.361963,13.133,-1620.7,287.1,1807.0,1.0,1.7,1.1,0,1,471,364,1,True,4.0,0.582156179915802,0.6001690521542273,0.6314550299628654,-0.031285977808638066
170,2011-06-04 03:12:20.760000+00:00,35.764994,129.318237,10.814,-5575.0,1214.9,-512.4,0.2,0.5,0.3,0,0,380,361,1,False,3.0,0.4645275237737516,0.44288992477690536,0.4693878195938891,-0.026497894816983725
171,2011-06-06 21:53:52.159999+00:00,35.729077,129.365926,18.272,-1262.5,-2770.3,6945.4,0.4,0.4,0.3,0,0,18,16,1,False,1.0,0.689786727040872,0.7246665003486442,0.7386631812868956,-0.013996680938251349
