net,sta,start,end,n_days
NS,N195,2020-02-29,2020-03-10,11
NS,N195,2020-09-03,2020-09-04,2
NS,N195,2020-12-03,2020-12-06,4
NS,N195,2021-06-19,2021-06-20,2
NS,N195,2022-09-07,2022-09-12,6
NS,N195,2022-10-13,2026-07-16,1373
NS,N196,2017-01-01,2019-08-30,972
NS,N196,2020-09-03,2020-09-04,2
NS,N196,2020-12-03,2020-12-06,4
NS,N196,2023-12-14,2026-07-16,946
NS,N197,2017-01-01,2019-08-31,973
NS,N197,2019-09-30,2019-10-02,3
NS,N197,2019-11-02,2019-11-04,3
NS,N197,2019-12-21,2019-12-23,3
NS,N197,2020-09-03,2020-09-04,2
NS,N197,2020-12-03,2020-12-06,4
NS,N197,2022-09-19,2026-07-16,1397
NS,N198,2017-01-01,2019-09-01,974
NS,N198,2019-12-12,2019-12-16,5
NS,N198,2020-09-03,2020-09-04,2
NS,N198,2020-12-03,2020-12-06,4
NS,N198,2023-12-14,2026-07-16,946
NS,N199,2017-01-01,2019-08-30,972
NS,N199,2020-09-03,2020-09-04,2
NS,N199,2020-12-03,2020-12-06,4
NS,N199,2021-09-22,2021-09-22,1
NS,N199,2021-11-07,2021-11-07,1
NS,N199,2022-01-01,2022-01-02,2
NS,N200,2017-01-01,2019-09-04,977
NS,N200,2019-10-02,2019-10-02,1
NS,N200,2020-09-03,2020-09-04,2
NS,N200,2020-12-03,2020-12-06,4
NS,N200,2021-09-04,2021-09-05,2
NS,N200,2022-09-20,2022-09-20,1
NS,N200,2022-10-13,2026-07-16,1373
NS,N201,2022-05-01,2022-08-24,116
NS,N201,2023-12-14,2026-07-16,946
NS,N202,2022-05-01,2022-06-29,60
NS,N202,2022-09-29,2022-09-30,2
NS,N202,2023-12-14,2026-07-16,946
NS,N203,2022-05-01,2022-08-24,116
NS,N203,2023-12-14,2026-07-16,946
NS,N204,2022-05-01,2022-08-24,116
NS,N204,2023-12-14,2026-07-16,946
NS,N205,2022-05-01,2022-08-24,116
NS,N205,2022-10-27,2022-10-27,1
NS,N205,2023-12-14,2026-07-16,946
NS,N206,2022-05-01,2022-08-24,116
NS,N206,2023-12-14,2026-07-16,946
NS,N207,2022-05-01,2022-08-24,116
NS,N207,2023-12-14,2026-07-16,946
NS,N208,2022-05-01,2022-06-29,60
NS,N208,2022-09-29,2022-09-30,2
NS,N208,2023-12-14,2026-07-16,946
NS,N209,2022-05-01,2022-08-24,116
NS,N209,2023-12-14,2026-07-16,946
NS,N210,2022-05-01,2022-08-24,116
NS,N210,2023-12-14,2026-07-16,946
NS,N211,2022-05-01,2022-06-30,61
NS,N211,2022-09-29,2022-10-03,5
NS,N211,2022-10-21,2022-10-22,2
NS,N211,2023-12-14,2026-07-16,946
NS,N212,2022-05-01,2022-08-24,116
NS,N212,2023-12-14,2026-07-16,946
NS,N213,2022-05-01,2022-08-24,116
NS,N213,2023-12-14,2026-07-16,946
NS,N214,2022-05-01,2022-08-24,116
NS,N214,2023-12-14,2026-07-16,946
NS,N215,2022-05-01,2022-08-24,116
NS,N215,2023-12-14,2026-07-16,946
NS,N216,2022-05-01,2022-08-24,116
NS,N216,2022-08-27,2022-09-28,33
NS,N216,2023-12-14,2026-07-16,946
NS,N217,2022-05-01,2022-06-30,61
NS,N217,2022-09-29,2022-09-30,2
NS,N217,2023-12-14,2026-07-16,946
NS,N218,2022-05-01,2022-06-30,61
NS,N218,2023-12-14,2026-07-16,946
NS,N219,2022-05-01,2022-08-24,116
NS,N219,2023-12-14,2026-07-16,946
NS,N220,2022-05-01,2022-08-24,116
NS,N220,2023-12-14,2026-07-16,946
